trade_id,entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,pnl_gross,pnl_net,pnl_r,session,spread_cost,slippage_cost,total_cost,mae,mfe,holding_bars,exit_reason,confidence
42,2026-01-16 10:00:00-05:00,2026-01-16 11:00:00-05:00,short,4571.7998,4585.6748,4584.6748,4559.9873,-13.875,-17.875,-1.3883,london,3.0,1.0,4.0,24.0,0.0,1,sl,0.7203
43,2026-01-16 15:00:00-05:00,2026-01-18 23:00:00-05:00,long,4587.2998,4602.473,4576.5176,4603.473,15.1732,11.1732,1.0363,overlap,3.0,1.0,4.0,0.0,83.9004,2,tp,0.6305
44,2026-01-18 23:00:00-05:00,2026-01-20 00:00:00-05:00,long,4671.2002,4689.9359,4658.043,4690.9359,18.7357,14.7357,1.12,new_york,3.0,1.0,4.0,0.0,49.3999,1,tp,0.85
45,2026-01-21 05:00:00-05:00,2026-01-21 08:00:00-05:00,short,4861.3999,4877.6034,4876.6034,4846.0946,-16.2035,-20.2035,-1.3289,asian,3.0,1.0,4.0,20.8999,0.0,4,sl,0.6064
46,2026-01-21 10:00:00-05:00,2026-01-21 12:00:00-05:00,short,4847.0,4830.9696,4863.3536,4829.9696,16.0304,12.0304,0.7356,london,3.0,1.0,4.0,0.0,18.0,2,tp,0.6374
47,2026-01-21 18:00:00-05:00,2026-01-21 19:00:00-05:00,short,4776.6001,4799.5287,4798.5287,4751.2072,-22.9286,-26.9286,-1.228,new_york,3.0,1.0,4.0,22.1997,0.0,1,sl,0.6214
48,2026-01-21 21:00:00-05:00,2026-01-22 00:00:00-05:00,short,4786.8999,4811.0321,4810.0321,4759.7017,-24.1321,-28.1321,-1.2161,new_york,3.0,1.0,4.0,34.8999,0.0,5,sl,0.7186
49,2026-01-22 07:00:00-05:00,2026-01-22 09:00:00-05:00,short,4818.5,4832.9822,4831.9822,4805.7768,-14.4822,-18.4822,-1.3709,london,3.0,1.0,4.0,18.2002,0.0,2,sl,0.7027
50,2026-01-22 09:00:00-05:00,2026-01-22 10:00:00-05:00,long,4836.7002,4850.1752,4827.0502,4851.1752,13.475,9.475,0.9819,london,3.0,1.0,4.0,0.0,37.2998,1,tp,0.6723
51,2026-01-23 00:00:00-05:00,2026-01-23 03:00:00-05:00,short,4959.1001,4945.4804,4973.8465,4944.4804,13.6197,9.6197,0.6523,asian,3.0,1.0,4.0,0.0,43.8003,5,tp,0.6078
52,2026-01-23 08:00:00-05:00,2026-01-23 10:00:00-05:00,long,4939.7998,4954.7588,4929.1605,4955.7588,14.9589,10.9589,1.03,london,3.0,1.0,4.0,0.0,22.1001,2,tp,0.804
53,2026-01-25 18:00:00-05:00,2026-01-25 20:00:00-05:00,long,5038.7002,5055.8181,5026.6216,5056.8181,17.1179,13.1179,1.086,new_york,3.0,1.0,4.0,0.0,30.0996,2,tp,0.85
54,2026-01-26 07:00:00-05:00,2026-01-26 09:00:00-05:00,short,5073.2002,5090.8394,5089.8394,5055.7413,-17.6392,-21.6392,-1.3005,london,3.0,1.0,4.0,20.5,7.3003,2,sl,0.6834
55,2026-01-26 12:00:00-05:00,2026-01-26 13:00:00-05:00,long,5098.1001,5084.0323,5085.0323,5117.7019,-14.0678,-18.0678,-1.3826,overlap,3.0,1.0,4.0,33.5,0.0,1,sl,0.6918
56,2026-01-26 14:00:00-05:00,2026-01-26 15:00:00-05:00,short,5020.6001,5039.9787,5038.9787,5000.5323,-19.3786,-23.3786,-1.2721,overlap,3.0,1.0,4.0,28.7998,0.0,1,sl,0.85
57,2026-01-26 20:00:00-05:00,2026-01-27 04:00:00-05:00,long,5055.2998,5084.3427,5035.2712,5085.3427,29.0428,25.0428,1.2504,new_york,3.0,1.0,4.0,0.0,40.0,10,tp,0.6115
58,2026-01-27 04:00:00-05:00,2026-01-27 06:00:00-05:00,long,5095.2998,5076.7213,5077.7213,5121.6676,-18.5785,-22.5785,-1.2844,asian,3.0,1.0,4.0,22.1997,0.0,2,sl,0.85
59,2026-01-27 09:00:00-05:00,2026-01-27 10:00:00-05:00,short,5046.6001,5063.1072,5062.1072,5030.8395,-16.5071,-20.5071,-1.3224,london,3.0,1.0,4.0,41.0,0.0,1,sl,0.85
60,2026-01-27 14:00:00-05:00,2026-01-27 15:00:00-05:00,long,5097.2998,5113.314,5085.957,5114.314,16.0142,12.0142,1.0592,overlap,3.0,1.0,4.0,0.0,77.4004,1,tp,0.85
61,2026-01-28 08:00:00-05:00,2026-01-28 09:00:00-05:00,short,5295.6001,5315.0929,5314.0929,5275.3608,-19.4929,-23.4929,-1.2704,london,3.0,1.0,4.0,23.1997,0.0,1,sl,0.724
62,2026-01-28 11:00:00-05:00,2026-01-28 13:00:00-05:00,long,5333.6001,5316.318,5317.318,5358.0233,-17.2821,-21.2821,-1.3071,london,3.0,1.0,4.0,16.3003,0.0,2,sl,0.7444
63,2026-01-29 03:00:00-05:00,2026-01-29 10:00:00-05:00,short,5537.6001,5491.8859,5573.7429,5490.8859,45.7142,41.7142,1.1541,asian,3.0,1.0,4.0,26.8999,324.7002,7,tp,0.7683
64,2026-01-29 10:00:00-05:00,2026-01-29 11:00:00-05:00,short,5209.8999,5249.2713,5248.2713,5159.8429,-39.3714,-43.3714,-1.1303,london,3.0,1.0,4.0,82.6001,0.0,1,sl,0.85
65,2026-01-29 15:00:00-05:00,2026-01-29 20:00:00-05:00,long,5423.2998,5376.9963,5377.9963,5491.2551,-46.3035,-50.3035,-1.1104,overlap,3.0,1.0,4.0,91.5996,44.3003,4,sl,0.85
66,2026-01-29 21:00:00-05:00,2026-01-30 03:00:00-05:00,short,5252.0,5174.4054,5309.3964,5173.4054,77.5946,73.5946,1.2822,new_york,3.0,1.0,4.0,0.0,107.0,6,tp,0.7985
67,2026-01-30 07:00:00-05:00,2026-02-02 13:00:00-05:00,short,5089.0,5019.3607,5141.0929,5018.3607,69.6393,65.6393,1.26,london,3.0,1.0,4.0,0.0,409.5,7,tp,0.6598
68,2026-02-02 19:00:00-05:00,2026-02-03 01:00:00-05:00,long,4802.7002,4891.0573,4743.1288,4892.0573,88.3571,84.3571,1.4161,new_york,3.0,1.0,4.0,0.0,100.2998,6,tp,0.8323
69,2026-02-03 08:00:00-05:00,2026-02-03 19:00:00-05:00,long,4958.0,4998.5982,4930.2679,4999.5982,40.5982,36.5982,1.3197,london,3.0,1.0,4.0,27.5,80.1001,26,tp,0.7071
70,2026-02-04 04:00:00-05:00,2026-02-04 09:00:00-05:00,short,5079.2998,5050.6266,5104.0819,5049.6266,28.6732,24.6732,0.9956,asian,3.0,1.0,4.0,0.0,70.8999,5,tp,0.7337
71,2026-02-04 15:00:00-05:00,2026-02-04 18:00:00-05:00,long,4961.6001,4999.9215,4935.3858,5000.9215,38.3214,34.3214,1.3093,overlap,3.0,1.0,4.0,0.0,71.7998,2,tp,0.6404
72,2026-02-04 21:00:00-05:00,2026-02-04 22:00:00-05:00,short,4828.0,4865.0571,4864.0571,4781.4143,-37.0571,-41.0571,-1.1387,new_york,3.0,1.0,4.0,70.5,0.0,1,sl,0.7381
73,2026-02-05 02:00:00-05:00,2026-02-05 04:00:00-05:00,long,4934.2998,4902.5819,4903.5819,4980.3766,-31.7179,-35.7179,-1.1628,asian,3.0,1.0,4.0,57.3999,0.0,2,sl,0.85
74,2026-02-05 06:00:00-05:00,2026-02-05 10:00:00-05:00,short,4886.1001,4844.6983,4919.368,4843.6983,41.4018,37.4018,1.1243,asian,3.0,1.0,4.0,0.0,47.5,4,tp,0.771
75,2026-02-05 10:00:00-05:00,2026-02-05 11:00:00-05:00,short,4835.6001,4872.6323,4871.6323,4789.0519,-37.0322,-41.0322,-1.1388,london,3.0,1.0,4.0,76.3999,0.0,1,sl,0.85
76,2026-02-05 16:00:00-05:00,2026-02-05 18:00:00-05:00,short,4795.1001,4758.1929,4825.3715,4757.1929,36.9071,32.9071,1.0871,new_york,3.0,1.0,4.0,0.0,73.1001,1,tp,0.85
77,2026-02-05 22:00:00-05:00,2026-02-06 00:00:00-05:00,long,4841.1001,4890.6608,4807.393,4891.6608,49.5607,45.5607,1.3517,new_york,3.0,1.0,4.0,9.2002,74.1997,2,tp,0.6101
78,2026-02-06 03:00:00-05:00,2026-02-06 08:00:00-05:00,long,4884.7998,4931.5159,4852.9891,4932.5159,46.7161,42.7161,1.3428,asian,3.0,1.0,4.0,0.0,66.2002,8,tp,0.63
79,2026-02-08 21:00:00-05:00,2026-02-09 00:00:00-05:00,long,5026.6001,5054.293,5007.4715,5055.293,27.6929,23.6929,1.2386,new_york,3.0,1.0,4.0,0.0,31.3999,5,tp,0.6548
80,2026-02-09 01:00:00-05:00,2026-02-09 02:00:00-05:00,long,5052.3999,5034.3392,5035.3392,5077.991,-18.0607,-22.0607,-1.2931,asian,3.0,1.0,4.0,25.1997,0.0,1,sl,0.85
81,2026-02-09 05:00:00-05:00,2026-02-09 06:00:00-05:00,short,5008.2998,5031.0427,5030.0427,4983.1855,-22.7429,-26.7429,-1.23,asian,3.0,1.0,4.0,22.8003,0.0,1,sl,0.7638
82,2026-02-09 08:00:00-05:00,2026-02-09 09:00:00-05:00,short,5025.8999,5046.8928,5045.8928,5003.4106,-20.9929,-24.9929,-1.2501,london,3.0,1.0,4.0,33.7002,0.0,1,sl,0.6412
83,2026-02-09 09:00:00-05:00,2026-02-09 11:00:00-05:00,long,5059.6001,5084.3358,5042.4429,5085.3358,24.7357,20.7357,1.2086,london,3.0,1.0,4.0,0.0,37.2998,2,tp,0.6992
84,2026-02-09 19:00:00-05:00,2026-02-09 21:00:00-05:00,short,5039.6001,5060.3608,5059.3608,5017.459,-20.7607,-24.7607,-1.253,new_york,3.0,1.0,4.0,21.6001,0.0,2,sl,0.7913
85,2026-02-10 00:00:00-05:00,2026-02-10 01:00:00-05:00,long,5061.8999,5045.0249,5046.0249,5085.7124,-16.875,-20.875,-1.315,asian,3.0,1.0,4.0,16.1001,0.0,1,sl,0.7494
86,2026-02-10 01:00:00-05:00,2026-02-10 03:00:00-05:00,short,5042.7998,5062.2677,5061.2677,5022.598,-19.4679,-23.4679,-1.2707,asian,3.0,1.0,4.0,21.0,0.0,2,sl,0.6071
87,2026-02-10 03:00:00-05:00,2026-02-10 10:00:00-05:00,long,5063.7998,5047.9641,5048.9641,5086.0534,-15.8357,-19.8357,-1.337,asian,3.0,1.0,4.0,22.1997,15.2002,7,sl,0.6382
88,2026-02-10 10:00:00-05:00,2026-02-10 18:00:00-05:00,short,5038.6001,5057.2358,5056.2358,5019.6465,-18.6357,-22.6357,-1.2835,london,3.0,1.0,4.0,25.5,2.6001,15,sl,0.669
89,2026-02-10 18:00:00-05:00,2026-02-11 01:00:00-05:00,long,5064.1001,5084.3519,5049.9323,5085.3519,20.2518,16.2518,1.1471,new_york,3.0,1.0,4.0,3.2002,24.1997,7,tp,0.639
90,2026-02-11 04:00:00-05:00,2026-02-11 05:00:00-05:00,long,5086.6001,5101.034,5076.3108,5102.034,14.4339,10.4339,1.0141,asian,3.0,1.0,4.0,0.0,32.0,1,tp,0.6861
91,2026-02-11 10:00:00-05:00,2026-02-11 12:00:00-05:00,short,5081.2002,5102.143,5101.143,5058.7859,-20.9428,-24.9428,-1.2507,london,3.0,1.0,4.0,35.2998,0.0,2,sl,0.7306
92,2026-02-11 13:00:00-05:00,2026-02-11 18:00:00-05:00,long,5107.3999,5088.0214,5089.0214,5134.9677,-19.3785,-23.3785,-1.2721,overlap,3.0,1.0,4.0,23.8999,4.0,4,sl,0.6759
93,2026-02-11 18:00:00-05:00,2026-02-12 11:00:00-05:00,short,5080.5,5055.2554,5102.9964,5054.2554,25.2446,21.2446,0.9444,new_york,3.0,1.0,4.0,17.7002,104.2002,70,tp,0.85
94,2026-02-12 11:00:00-05:00,2026-02-12 15:00:00-05:00,short,4973.2998,4951.2802,4993.6462,4950.2802,22.0196,18.0196,0.8856,london,3.0,1.0,4.0,0.0,38.1997,4,tp,0.786
95,2026-02-12 20:00:00-05:00,2026-02-13 00:00:00-05:00,long,4999.7998,4975.6855,4976.6855,5034.4712,-24.1143,-28.1143,-1.2163,new_york,3.0,1.0,4.0,34.3999,8.2002,4,sl,0.6776
96,2026-02-13 06:00:00-05:00,2026-02-13 07:00:00-05:00,short,4970.3999,4989.1641,4988.1641,4951.2536,-18.7642,-22.7642,-1.2815,asian,3.0,1.0,4.0,18.3999,0.0,1,sl,0.636
97,2026-02-13 09:00:00-05:00,2026-02-13 10:00:00-05:00,long,5017.3999,5000.7464,5001.7464,5040.8802,-16.6535,-20.6535,-1.3194,london,3.0,1.0,4.0,18.6997,0.0,1,sl,0.7071
98,2026-02-15 19:00:00-05:00,2026-02-15 22:00:00-05:00,short,5032.0,5012.9321,5050.3786,5011.9321,19.0679,15.0679,0.8199,new_york,3.0,1.0,4.0,15.6001,24.7998,5,tp,0.7784
99,2026-02-17 05:00:00-05:00,2026-02-17 08:00:00-05:00,long,4932.1001,4915.3465,4916.3465,4955.7305,-16.7536,-20.7536,-1.3174,asian,3.0,1.0,4.0,42.7002,19.5,3,sl,0.7451
100,2026-02-17 08:00:00-05:00,2026-02-17 13:00:00-05:00,short,4886.3999,4907.7606,4906.7606,4863.3588,-21.3607,-25.3607,-1.2456,london,3.0,1.0,4.0,31.3003,5.1001,5,sl,0.7493
101,2026-02-17 13:00:00-05:00,2026-02-17 15:00:00-05:00,long,4917.7002,4897.2645,4898.2645,4946.8538,-20.4357,-24.4357,-1.2573,overlap,3.0,1.0,4.0,21.0,0.0,2,sl,0.6996
102,2026-02-17 19:00:00-05:00,2026-02-17 20:00:00-05:00,short,4888.7998,4908.682,4907.682,4867.9766,-19.8821,-23.8821,-1.2648,new_york,3.0,1.0,4.0,19.2002,0.0,1,sl,0.7325
103,2026-02-17 21:00:00-05:00,2026-02-17 23:00:00-05:00,long,4923.7998,4946.1141,4908.2569,4947.1141,22.3143,18.3143,1.1783,new_york,3.0,1.0,4.0,0.0,27.8003,2,tp,0.7031
104,2026-02-18 04:00:00-05:00,2026-02-18 07:00:00-05:00,short,4934.8999,4947.9285,4946.9285,4924.357,-13.0286,-17.0286,-1.4157,asian,3.0,1.0,4.0,28.6001,1.5,3,sl,0.85
105,2026-02-18 07:00:00-05:00,2026-02-18 09:00:00-05:00,long,4963.5,4976.9,4953.9,4977.9,13.4,9.4,0.9792,london,3.0,1.0,4.0,0.0,48.7998,2,tp,0.6502
106,2026-02-18 14:00:00-05:00,2026-02-18 19:00:00-05:00,short,4997.7002,4986.7859,5010.643,4985.7859,10.9143,6.9143,0.5342,overlap,3.0,1.0,4.0,7.5996,17.5,4,tp,0.6973
107,2026-02-19 00:00:00-05:00,2026-02-19 01:00:00-05:00,long,5015.5,5027.2446,5007.0036,5028.2446,11.7446,7.7446,0.9115,asian,3.0,1.0,4.0,0.0,19.8999,1,tp,0.85
108,2026-02-19 06:00:00-05:00,2026-02-19 08:00:00-05:00,short,5000.2998,5013.1427,5012.1427,4990.0355,-12.8429,-16.8429,-1.4222,asian,3.0,1.0,4.0,16.3003,0.0,2,sl,0.8408
109,2026-02-19 09:00:00-05:00,2026-02-19 11:00:00-05:00,long,5024.6001,5013.8822,5014.8822,5039.1769,-10.7179,-14.7179,-1.5145,london,3.0,1.0,4.0,10.3999,8.7998,2,sl,0.6574
110,2026-02-19 13:00:00-05:00,2026-02-19 15:00:00-05:00,short,4997.7002,5012.6145,5011.6145,4984.3288,-14.9143,-18.9143,-1.3593,overlap,3.0,1.0,4.0,22.8999,0.0,2,sl,0.6606
111,2026-02-19 19:00:00-05:00,2026-02-19 21:00:00-05:00,long,5024.5,5012.925,5013.925,5040.3625,-11.575,-15.575,-1.4728,new_york,3.0,1.0,4.0,10.7998,0.0,2,sl,0.7212
112,2026-02-19 22:00:00-05:00,2026-02-19 23:00:00-05:00,short,5003.0,5017.8286,5016.8286,4989.7571,-14.8286,-18.8286,-1.3616,new_york,3.0,1.0,4.0,14.5,0.0,1,sl,0.6004
113,2026-02-19 23:00:00-05:00,2026-02-20 01:00:00-05:00,long,5017.5,5032.1322,5007.0785,5033.1322,14.6322,10.6322,1.0202,new_york,3.0,1.0,4.0,0.0,22.1001,2,tp,0.6217
114,2026-02-20 01:00:00-05:00,2026-02-20 02:00:00-05:00,long,5039.6001,5029.6893,5030.6893,5052.9662,-9.9107,-13.9107,-1.5611,asian,3.0,1.0,4.0,14.3003,0.0,1,sl,0.7814
115,2026-02-20 07:00:00-05:00,2026-02-20 08:00:00-05:00,long,5044.5,5058.1839,5034.7107,5059.1839,13.6839,9.6839,0.9892,london,3.0,1.0,4.0,0.0,19.0,1,tp,0.6684
116,2026-02-20 11:00:00-05:00,2026-02-20 15:00:00-05:00,long,5087.0,5105.2589,5074.1607,5106.2589,18.2589,14.2589,1.1106,london,3.0,1.0,4.0,0.0,32.3999,4,tp,0.8338
117,2026-02-22 18:00:00-05:00,2026-02-22 19:00:00-05:00,long,5187.2002,5168.9323,5169.9323,5213.102,-18.2679,-22.2679,-1.2896,new_york,3.0,1.0,4.0,21.3003,0.0,1,sl,0.7742
118,2026-02-23 00:00:00-05:00,2026-02-23 02:00:00-05:00,long,5179.8999,5161.5749,5162.5749,5205.8874,-18.325,-22.325,-1.2886,asian,3.0,1.0,4.0,22.2998,0.0,3,sl,0.6584
119,2026-02-23 07:00:00-05:00,2026-02-23 08:00:00-05:00,long,5185.0,5170.3393,5171.3393,5205.4911,-14.6607,-18.6607,-1.366,london,3.0,1.0,4.0,18.7998,0.0,1,sl,0.75
120,2026-02-23 09:00:00-05:00,2026-02-23 11:00:00-05:00,long,5213.5,5229.3428,5202.2714,5230.3428,15.8428,11.8428,1.0547,london,3.0,1.0,4.0,0.0,16.8999,2,tp,0.7002
121,2026-02-23 20:00:00-05:00,2026-02-24 07:00:00-05:00,short,5193.6001,5176.0858,5210.9429,5175.0858,17.5143,13.5143,0.7792,new_york,3.0,1.0,4.0,15.3999,24.8003,26,tp,0.71
122,2026-02-24 07:00:00-05:00,2026-02-24 08:00:00-05:00,short,5165.7998,5151.007,5181.3284,5150.007,14.7928,10.7928,0.695,london,3.0,1.0,4.0,0.0,33.5,1,tp,0.85
123,2026-02-24 13:00:00-05:00,2026-02-24 16:00:00-05:00,long,5178.8999,5164.9535,5165.9535,5198.3195,-13.9464,-17.9464,-1.3862,overlap,3.0,1.0,4.0,18.3999,2.8999,3,sl,0.8338
