trade_id,entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,pnl_gross,pnl_net,pnl_r,session,spread_cost,slippage_cost,total_cost,mae,mfe,holding_bars,exit_reason,confidence
18,2026-01-21 04:00:00-05:00,2026-01-21 06:00:00-05:00,short,4859.3999,4867.8999,4866.8999,4856.3999,-8.5,-12.5,-1.6667,asian,3.0,1.0,4.0,9.7002,0.0,3,sl,0.0502
19,2026-01-21 06:00:00-05:00,2026-01-21 08:00:00-05:00,short,4866.1001,4874.6001,4873.6001,4863.1001,-8.5,-12.5,-1.6667,asian,3.0,1.0,4.0,16.1997,0.0,2,sl,0.0233
20,2026-01-22 02:00:00-05:00,2026-01-22 04:00:00-05:00,short,4830.5,4828.5,4838.0,4827.5,2.0,-2.0,-0.2667,asian,3.0,1.0,4.0,1.7002,6.1001,3,tp,0.5068
21,2026-01-22 04:00:00-05:00,2026-01-22 05:00:00-05:00,short,4821.3999,4829.8999,4828.8999,4818.3999,-8.5,-12.5,-1.6667,asian,3.0,1.0,4.0,9.6001,0.0,1,sl,0.1216
22,2026-01-22 05:00:00-05:00,2026-01-22 07:00:00-05:00,short,4828.0,4826.0,4835.5,4825.0,2.0,-2.0,-0.2667,asian,3.0,1.0,4.0,5.2002,6.5,3,tp,0.4492
23,2026-01-22 07:00:00-05:00,2026-01-22 09:00:00-05:00,short,4818.5,4827.0,4826.0,4815.5,-8.5,-12.5,-1.6667,london,3.0,1.0,4.0,18.2002,0.0,2,sl,0.073
24,2026-01-22 10:00:00-05:00,2026-01-22 11:00:00-05:00,short,4871.0,4879.5,4878.5,4868.0,-8.5,-12.5,-1.6667,london,3.0,1.0,4.0,9.7998,0.0,1,sl,0.2209
25,2026-01-22 11:00:00-05:00,2026-01-22 12:00:00-05:00,short,4877.7998,4886.2998,4885.2998,4874.7998,-8.5,-12.5,-1.6667,london,3.0,1.0,4.0,30.0,0.0,1,sl,0.2912
26,2026-01-22 12:00:00-05:00,2026-01-22 13:00:00-05:00,short,4904.7998,4913.2998,4912.2998,4901.7998,-8.5,-12.5,-1.6667,overlap,3.0,1.0,4.0,13.9004,0.0,1,sl,0.5496
27,2026-01-22 13:00:00-05:00,2026-01-22 16:00:00-05:00,short,4915.7002,4924.2002,4923.2002,4912.7002,-8.5,-12.5,-1.6667,overlap,3.0,1.0,4.0,22.6997,0.5,6,sl,0.5593
28,2026-01-22 16:00:00-05:00,2026-01-22 18:00:00-05:00,short,4935.3999,4943.8999,4942.8999,4932.3999,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,25.3999,0.0,1,sl,0.7342
29,2026-01-22 18:00:00-05:00,2026-01-22 19:00:00-05:00,short,4957.7998,4966.2998,4965.2998,4954.7998,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,9.8003,0.0,1,sl,0.739
30,2026-01-22 19:00:00-05:00,2026-01-22 20:00:00-05:00,short,4964.6001,4962.6001,4972.1001,4961.6001,2.0,-2.0,-0.2667,new_york,3.0,1.0,4.0,0.0,7.8003,1,tp,0.7205
31,2026-01-22 20:00:00-05:00,2026-01-23 00:00:00-05:00,short,4953.7998,4962.2998,4961.2998,4950.7998,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,8.3003,0.7998,10,sl,0.4875
32,2026-01-23 00:00:00-05:00,2026-01-23 01:00:00-05:00,short,4959.1001,4957.1001,4966.6001,4956.1001,2.0,-2.0,-0.2667,asian,3.0,1.0,4.0,0.0,5.0,1,tp,0.312
33,2026-01-23 11:00:00-05:00,2026-01-23 12:00:00-05:00,short,4978.3999,4976.3999,4985.8999,4975.3999,2.0,-2.0,-0.2667,london,3.0,1.0,4.0,0.0,11.5,1,tp,0.5795
34,2026-01-23 12:00:00-05:00,2026-01-23 14:00:00-05:00,short,4963.8999,4972.3999,4971.3999,4960.8999,-8.5,-12.5,-1.6667,overlap,3.0,1.0,4.0,21.3003,0.0,3,sl,0.2453
35,2026-01-23 14:00:00-05:00,2026-01-25 18:00:00-05:00,short,4982.2002,4990.7002,4989.7002,4979.2002,-8.5,-12.5,-1.6667,overlap,3.0,1.0,4.0,56.5,0.8003,6,sl,0.432
36,2026-01-25 18:00:00-05:00,2026-01-25 20:00:00-05:00,short,5035.7002,5044.2002,5043.2002,5032.7002,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,33.0996,0.0,3,sl,0.4812
37,2026-01-25 20:00:00-05:00,2026-01-25 21:00:00-05:00,short,5065.7998,5074.2998,5073.2998,5062.7998,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,13.1001,0.0,1,sl,0.4627
38,2026-01-25 21:00:00-05:00,2026-01-25 23:00:00-05:00,short,5075.8999,5073.8999,5083.3999,5072.8999,2.0,-2.0,-0.2667,new_york,3.0,1.0,4.0,0.0,7.2998,3,tp,0.7274
39,2026-01-25 23:00:00-05:00,2026-01-26 01:00:00-05:00,short,5065.6001,5074.1001,5073.1001,5062.6001,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,8.6001,0.0,3,sl,0.5112
40,2026-01-26 01:00:00-05:00,2026-01-26 02:00:00-05:00,short,5071.2002,5079.7002,5078.7002,5068.2002,-8.5,-12.5,-1.6667,asian,3.0,1.0,4.0,15.1997,0.0,1,sl,0.5789
