trade_id,entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,pnl_gross,pnl_net,pnl_r,session,spread_cost,slippage_cost,total_cost,mae,mfe,holding_bars,exit_reason,confidence
41,2026-01-26 02:00:00-05:00,2026-01-26 07:00:00-05:00,short,5083.3999,5081.3999,5090.8999,5080.3999,2.0,-2.0,-0.2667,asian,3.0,1.0,4.0,6.7002,7.1997,12,tp,0.4553
42,2026-01-27 01:00:00-05:00,2026-01-27 04:00:00-05:00,short,5078.5,5087.0,5086.0,5075.5,-8.5,-12.5,-1.6667,asian,3.0,1.0,4.0,16.7998,2.8999,6,sl,0.3907
43,2026-01-27 04:00:00-05:00,2026-01-27 05:00:00-05:00,short,5092.2998,5090.2998,5099.7998,5089.2998,2.0,-2.0,-0.2667,asian,3.0,1.0,4.0,0.0,9.7998,1,tp,0.2783
44,2026-01-27 15:00:00-05:00,2026-01-27 16:00:00-05:00,short,5171.7002,5180.2002,5179.2002,5168.7002,-8.5,-12.5,-1.6667,overlap,3.0,1.0,4.0,7.8999,0.0,1,sl,0.269
45,2026-01-27 16:00:00-05:00,2026-01-27 18:00:00-05:00,short,5176.6001,5174.6001,5184.1001,5173.6001,2.0,-2.0,-0.2667,new_york,3.0,1.0,4.0,0.0,7.3999,1,tp,0.3642
46,2026-01-27 18:00:00-05:00,2026-01-27 20:00:00-05:00,short,5166.2002,5174.7002,5173.7002,5163.2002,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,33.2998,0.0,3,sl,0.5266
47,2026-01-27 20:00:00-05:00,2026-01-27 21:00:00-05:00,short,5196.5,5205.0,5204.0,5193.5,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,29.8999,0.0,1,sl,0.5382
48,2026-01-27 21:00:00-05:00,2026-01-27 23:00:00-05:00,short,5223.3999,5231.8999,5230.8999,5220.3999,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,19.3003,0.0,3,sl,0.6502
49,2026-01-27 23:00:00-05:00,2026-01-28 00:00:00-05:00,short,5239.7002,5248.2002,5247.2002,5236.7002,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,14.1997,0.0,1,sl,0.6486
50,2026-01-28 00:00:00-05:00,2026-01-28 01:00:00-05:00,short,5250.8999,5259.3999,5258.3999,5247.8999,-8.5,-12.5,-1.6667,asian,3.0,1.0,4.0,11.8003,0.0,1,sl,0.5498
51,2026-01-28 01:00:00-05:00,2026-01-28 02:00:00-05:00,short,5259.7002,5268.2002,5267.2002,5256.7002,-8.5,-12.5,-1.6667,asian,3.0,1.0,4.0,26.5,0.0,1,sl,0.5591
52,2026-01-28 02:00:00-05:00,2026-01-28 03:00:00-05:00,short,5283.2002,5291.7002,5290.7002,5280.2002,-8.5,-12.5,-1.6667,asian,3.0,1.0,4.0,43.7998,0.0,1,sl,0.7865
53,2026-01-28 04:00:00-05:00,2026-01-28 05:00:00-05:00,short,5308.7998,5306.7998,5316.2998,5305.7998,2.0,-2.0,-0.2667,asian,3.0,1.0,4.0,0.0,5.0996,1,tp,0.5565
54,2026-01-28 05:00:00-05:00,2026-01-28 06:00:00-05:00,short,5300.7002,5298.7002,5308.2002,5297.7002,2.0,-2.0,-0.2667,asian,3.0,1.0,4.0,0.0,6.5,1,tp,0.3702
55,2026-01-28 06:00:00-05:00,2026-01-28 07:00:00-05:00,short,5291.2002,5299.7002,5298.7002,5288.2002,-8.5,-12.5,-1.6667,asian,3.0,1.0,4.0,20.5,0.0,1,sl,0.2259
56,2026-01-28 07:00:00-05:00,2026-01-28 08:00:00-05:00,short,5308.7002,5306.7002,5316.2002,5305.7002,2.0,-2.0,-0.2667,london,3.0,1.0,4.0,0.0,10.1001,1,tp,0.243
57,2026-01-28 08:00:00-05:00,2026-01-28 09:00:00-05:00,short,5295.6001,5304.1001,5303.1001,5292.6001,-8.5,-12.5,-1.6667,london,3.0,1.0,4.0,23.1997,0.0,1,sl,0.0314
58,2026-01-28 09:00:00-05:00,2026-01-28 10:00:00-05:00,short,5315.7998,5313.7998,5323.2998,5312.7998,2.0,-2.0,-0.2667,london,3.0,1.0,4.0,0.0,4.5,1,tp,0.0906
59,2026-01-28 14:00:00-05:00,2026-01-28 15:00:00-05:00,short,5356.1001,5364.6001,5363.6001,5353.1001,-8.5,-12.5,-1.6667,overlap,3.0,1.0,4.0,53.2998,0.0,1,sl,0.1919
60,2026-01-28 15:00:00-05:00,2026-01-28 16:00:00-05:00,short,5406.3999,5414.8999,5413.8999,5403.3999,-8.5,-12.5,-1.6667,overlap,3.0,1.0,4.0,41.3999,0.0,1,sl,0.3082
61,2026-01-28 16:00:00-05:00,2026-01-28 18:00:00-05:00,short,5444.7998,5453.2998,5452.2998,5441.7998,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,94.6001,0.0,1,sl,0.5236
62,2026-01-28 18:00:00-05:00,2026-01-28 19:00:00-05:00,short,5536.3999,5544.8999,5543.8999,5533.3999,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,12.1001,0.0,1,sl,0.5972
63,2026-01-28 19:00:00-05:00,2026-01-28 20:00:00-05:00,short,5545.5,5554.0,5553.0,5542.5,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,28.5,0.0,1,sl,0.6619
64,2026-01-28 20:00:00-05:00,2026-01-28 21:00:00-05:00,short,5571.0,5569.0,5578.5,5568.0,2.0,-2.0,-0.2667,new_york,3.0,1.0,4.0,0.0,5.2998,1,tp,0.6635
65,2026-01-28 21:00:00-05:00,2026-01-28 22:00:00-05:00,short,5562.7002,5571.2002,5570.2002,5559.7002,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,13.0996,0.0,1,sl,0.6105
66,2026-01-28 22:00:00-05:00,2026-01-28 23:00:00-05:00,short,5572.7998,5581.2998,5580.2998,5569.7998,-8.5,-12.5,-1.6667,new_york,3.0,1.0,4.0,17.0,0.0,1,sl,0.731
67,2026-01-28 23:00:00-05:00,2026-01-29 02:00:00-05:00,short,5586.7998,5584.7998,5594.2998,5583.7998,2.0,-2.0,-0.2667,new_york,3.0,1.0,4.0,4.2002,8.3999,6,tp,0.7233
68,2026-01-29 02:00:00-05:00,2026-01-29 03:00:00-05:00,short,5575.3999,5573.3999,5582.8999,5572.3999,2.0,-2.0,-0.2667,asian,3.0,1.0,4.0,0.0,34.7998,1,tp,0.2088
69,2026-01-29 19:00:00-05:00,2026-01-29 20:00:00-05:00,short,5432.2998,5430.2998,5439.7998,5429.2998,2.0,-2.0,-0.2667,new_york,3.0,1.0,4.0,0.0,100.5996,1,tp,0.3274
70,2026-02-02 13:00:00-05:00,2026-02-02 14:00:00-05:00,long,4679.5,4684.5,4675.0,4685.5,5.0,1.0,0.2222,overlap,3.0,1.0,4.0,0.0,27.8999,1,tp,0.3583
71,2026-02-02 14:00:00-05:00,2026-02-02 15:00:00-05:00,long,4707.3999,4701.8999,4702.8999,4713.3999,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,31.1001,0.0,1,sl,0.2148
72,2026-02-02 15:00:00-05:00,2026-02-02 18:00:00-05:00,long,4676.2998,4681.2998,4671.7998,4682.2998,5.0,1.0,0.2222,overlap,3.0,1.0,4.0,0.0,122.2002,3,tp,0.5476
73,2026-02-02 18:00:00-05:00,2026-02-02 20:00:00-05:00,long,4798.5,4803.5,4794.0,4804.5,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,64.2002,3,tp,0.1833
