timestamp,decision,decision_strength,confluence_score,context_score,price_action_score,environment_score,quality_score,directional_bias,bias_strength,market_regime,risk_state,entry_readiness,reasons,conflicts,warnings,inputs_used,missing_inputs,_candle_close,_candle_direction_bias,_candle_primary_state
2026-07-08T20:22:13+08:00,no_trade,hard_block_both_stale,59.8,50.1,59.6,75.0,54.5,neutral,weak,compressed,low,not_ready,confluence_score:59.8|regime:compressed|structure:neutral|patterns:inside_bar|conflict:momentum_decelerating_but_bullish_bias,momentum_decelerating_but_bullish_bias,briefing_stale|candlestick_stale|conflict_momentum_decelerating_but_bullish_bias,briefing|candlestick,,4054.9,0.306,compressed
