timestamp,symbol,timeframe,close,direction_bias,primary_state,momentum_state,rejection_state,range_state,structure_state,sequence_state,pattern_tags,momentum_score,rejection_score,compression_score,structure_score,confidence_score,context_tags,warnings
2026-07-08T19:51:40+08:00,GC=F,M5,4054.9,0.306,compressed,decelerating,neutral,compressed,neutral,neutral,inside_bar,48.0,45.0,70.0,50.0,42.6,ema_bearish_alignment|ema_near_price|compressed_range|momentum_decelerating|london_session,compressed range — breakout likely
